OA11CD,Very Good Health,Good Health,Fair Health,Bad Health,Very Bad Health,Day-to-Day Activities Limited a Lot,Day-to-Day Activities Limited a Little,Day-to-Day Activities Not Limited,Provides No Unpaid Care,Provides 1 to 19 Hours Unpaid Care a Week,Provides 20 to 49 Hours Unpaid Care a Week,Provides 50 or More Hours Unpaid Care a Week
E00016431,49.78902953586498,26.160337552742615,13.50210970464135,5.9071729957805905,4.641350210970464,11.814345991561181,8.016877637130802,80.16877637130801,88.60759493670886,5.9071729957805905,2.5316455696202533,2.9535864978902953
E00016432,48.137535816618914,32.378223495702,13.180515759312321,4.2979942693409745,2.005730659025788,8.022922636103152,8.30945558739255,83.6676217765043,93.12320916905445,4.011461318051576,1.146131805157593,1.7191977077363896
E00016434,54.54545454545455,29.23832923832924,10.81081081081081,3.9312039312039313,1.4742014742014742,6.142506142506143,7.862407862407863,85.995085995086,91.89189189189189,5.651105651105651,1.4742014742014742,0.9828009828009828
E00173943,56.16045845272206,28.939828080229226,9.169054441260744,3.7249283667621778,2.005730659025788,6.876790830945558,6.590257879656161,86.53295128939828,93.12320916905445,4.584527220630372,0.5730659025787965,1.7191977077363896
E00173946,61.329305135951664,30.815709969788518,6.042296072507553,1.5105740181268883,0.3021148036253776,2.1148036253776437,4.229607250755287,93.65558912386707,96.07250755287009,3.0211480362537766,0.6042296072507553,0.3021148036253776
E00016397,57.971014492753625,32.091097308488614,7.6604554865424435,1.8633540372670807,0.4140786749482402,3.5196687370600412,3.7267080745341614,92.7536231884058,97.51552795031056,2.277432712215321,0.2070393374741201,0.0
E00016433,41.41414141414141,28.956228956228955,20.53872053872054,7.744107744107744,1.3468013468013469,10.1010101010101,12.121212121212121,77.77777777777777,91.58249158249158,3.7037037037037037,1.6835016835016836,3.0303030303030303
E00016436,42.23300970873787,41.262135922330096,11.650485436893204,4.368932038834951,0.4854368932038835,6.796116504854369,7.766990291262136,85.4368932038835,93.20388349514563,4.854368932038835,0.970873786407767,0.970873786407767
E00016440,50.602409638554214,35.8433734939759,9.337349397590362,3.3132530120481927,0.9036144578313253,4.819277108433735,6.927710843373494,88.25301204819277,94.57831325301204,1.5060240963855422,1.2048192771084338,2.710843373493976
E00016441,48.2837528604119,34.32494279176201,10.526315789473685,4.3478260869565215,2.517162471395881,7.780320366132723,7.093821510297483,85.1258581235698,92.67734553775743,4.805491990846682,1.3729977116704806,1.1441647597254005
E00016412,51.00864553314121,27.377521613832855,15.85014409221902,4.034582132564841,1.7291066282420748,8.069164265129682,6.628242074927954,85.30259365994236,91.35446685878962,4.899135446685879,0.2881844380403458,3.4582132564841497
E00016414,43.10850439882698,33.13782991202346,15.835777126099707,6.744868035190616,1.1730205278592376,9.970674486803519,9.3841642228739,80.64516129032258,89.73607038123167,6.451612903225806,2.346041055718475,1.466275659824047
E00016418,51.364764267990076,32.00992555831265,11.166253101736972,3.7220843672456576,1.7369727047146402,5.707196029776675,7.444168734491315,86.848635235732,92.80397022332507,3.225806451612903,1.9851116625310175,1.9851116625310175
E00016422,47.701149425287355,33.04597701149425,14.080459770114942,3.735632183908046,1.4367816091954022,8.620689655172415,5.747126436781609,85.63218390804597,93.10344827586206,4.310344827586207,1.4367816091954022,1.1494252873563218
E00016402,49.50819672131148,31.475409836065573,13.770491803278688,3.278688524590164,1.9672131147540983,6.229508196721311,9.836065573770492,83.93442622950819,91.80327868852459,3.278688524590164,4.262295081967213,0.6557377049180327
E00016407,47.24409448818898,41.732283464566926,6.692913385826771,3.937007874015748,0.3937007874015748,5.905511811023622,2.3622047244094486,91.73228346456693,92.91338582677166,3.937007874015748,1.5748031496062993,1.5748031496062993
E00016409,56.95876288659794,30.927835051546392,10.309278350515465,1.8041237113402062,0.0,2.8350515463917527,4.381443298969073,92.78350515463917,95.10309278350516,2.8350515463917527,1.0309278350515463,1.0309278350515463
E00016411,56.30026809651474,32.43967828418231,6.434316353887399,4.289544235924933,0.5361930294906166,4.557640750670242,5.630026809651475,89.81233243967829,93.2975871313673,4.289544235924933,1.3404825737265416,1.0723860589812333
E00016413,43.04635761589404,35.43046357615894,16.887417218543046,3.9735099337748343,0.6622516556291391,7.28476821192053,9.933774834437086,82.78145695364239,94.70198675496688,2.980132450331126,0.6622516556291391,1.6556291390728477
E00016415,45.588235294117645,32.05882352941177,16.176470588235293,5.294117647058823,0.8823529411764706,8.235294117647058,11.470588235294118,80.29411764705883,91.47058823529412,3.823529411764706,2.9411764705882355,1.7647058823529411
E00016416,50.950570342205324,30.418250950570343,12.167300380228136,4.942965779467681,1.520912547528517,10.26615969581749,3.4220532319391634,86.31178707224335,92.01520912547528,4.182509505703422,2.661596958174905,1.1406844106463878
E00016419,44.04432132963989,34.903047091412745,15.512465373961218,3.8781163434903045,1.6620498614958448,8.033240997229917,9.695290858725762,82.27146814404432,91.41274238227147,5.2631578947368425,1.3850415512465375,1.9390581717451523
E00016420,46.3768115942029,38.55072463768116,9.565217391304348,4.057971014492754,1.4492753623188406,7.826086956521739,8.985507246376812,83.18840579710145,91.8840579710145,4.3478260869565215,0.8695652173913043,2.898550724637681
E00173947,53.62776025236593,29.652996845425868,11.987381703470032,3.1545741324921135,1.5772870662460567,7.255520504731861,7.886435331230284,84.85804416403785,92.11356466876971,4.73186119873817,1.5772870662460567,1.5772870662460567
E00173948,49.07161803713528,40.318302387267906,7.957559681697613,2.387267904509284,0.26525198938992045,3.713527851458886,3.713527851458886,92.57294429708223,96.28647214854111,2.387267904509284,0.26525198938992045,1.0610079575596818
E00016417,43.58974358974359,34.18803418803419,14.245014245014245,6.267806267806268,1.7094017094017093,9.686609686609687,9.971509971509972,80.34188034188034,91.73789173789174,4.273504273504273,0.8547008547008547,3.133903133903134
E00016421,47.82608695652174,35.785953177257525,12.709030100334449,2.0066889632107023,1.6722408026755853,5.351170568561873,7.357859531772576,87.29096989966555,91.97324414715719,5.68561872909699,1.3377926421404682,1.0033444816053512
E00016423,43.49030470914128,43.49030470914128,8.86426592797784,1.9390581717451523,2.21606648199446,6.094182825484765,4.986149584487535,88.9196675900277,93.07479224376732,3.601108033240997,0.554016620498615,2.770083102493075
E00016424,46.12903225806452,35.16129032258065,12.903225806451612,4.193548387096774,1.6129032258064515,5.806451612903226,8.387096774193548,85.80645161290323,89.6774193548387,5.161290322580645,2.903225806451613,2.2580645161290325
E00016427,39.40677966101695,40.67796610169491,12.711864406779661,6.3559322033898304,0.847457627118644,6.779661016949152,8.474576271186441,84.7457627118644,92.79661016949153,3.389830508474576,1.271186440677966,2.542372881355932
E00016396,37.35849056603774,29.056603773584907,21.50943396226415,9.433962264150944,2.641509433962264,20.0,8.30188679245283,71.69811320754717,90.18867924528301,5.283018867924528,1.509433962264151,3.018867924528302
E00016426,48.88178913738019,34.185303514377,12.140575079872205,3.5143769968051117,1.2779552715654952,6.389776357827476,6.0702875399361025,87.53993610223642,94.56869009584665,3.194888178913738,0.9584664536741214,1.2779552715654952
E00016428,56.432748538011694,33.04093567251462,6.140350877192983,2.9239766081871346,1.4619883040935673,4.678362573099415,3.801169590643275,91.52046783625731,94.73684210526316,4.093567251461988,0.8771929824561403,0.29239766081871343
E00016429,45.703125,35.9375,16.015625,1.953125,0.390625,5.078125,9.375,85.546875,90.625,7.421875,0.0,1.953125
E00016430,39.69465648854962,40.0763358778626,12.213740458015268,5.343511450381679,2.6717557251908395,11.068702290076336,8.396946564885496,80.53435114503817,94.27480916030534,2.2900763358778624,1.5267175572519085,1.9083969465648856
E00016680,51.598173515981735,33.789954337899545,10.502283105022832,3.65296803652968,0.45662100456621,2.73972602739726,4.566210045662101,92.69406392694064,93.15068493150685,4.566210045662101,1.36986301369863,0.91324200913242
E00016716,62.70096463022508,30.868167202572348,4.501607717041801,1.607717041800643,0.3215434083601286,1.607717041800643,2.2508038585209005,96.14147909967846,94.53376205787781,4.501607717041801,0.0,0.9646302250803859
E00016717,51.91256830601093,36.612021857923494,9.289617486338798,1.639344262295082,0.546448087431694,2.185792349726776,1.092896174863388,96.72131147540983,96.72131147540983,2.73224043715847,0.0,0.546448087431694
E00016719,48.77049180327869,31.557377049180328,11.065573770491802,7.377049180327869,1.2295081967213115,7.377049180327869,6.557377049180328,86.06557377049181,90.1639344262295,6.557377049180328,2.459016393442623,0.819672131147541
E00016720,58.53658536585366,29.878048780487806,8.841463414634147,2.4390243902439024,0.3048780487804878,3.658536585365854,4.878048780487805,91.46341463414635,95.42682926829268,2.1341463414634148,0.9146341463414634,1.524390243902439
E00016725,57.312252964426875,29.24901185770751,12.25296442687747,1.1857707509881423,0.0,7.1146245059288535,4.743083003952569,88.14229249011858,92.09486166007905,1.5810276679841897,0.0,6.324110671936759
E00016706,48.3739837398374,31.30081300813008,15.853658536585366,4.065040650406504,0.4065040650406504,8.94308943089431,6.9105691056910565,84.14634146341463,87.39837398373983,6.097560975609756,1.2195121951219512,5.284552845528455
E00016708,47.85100286532951,33.5243553008596,12.034383954154729,4.2979942693409745,2.292263610315186,8.022922636103152,7.4498567335243555,84.5272206303725,91.40401146131805,5.157593123209169,2.005730659025788,1.4326647564469914
E00016709,51.776649746192895,32.48730964467005,10.913705583756345,4.568527918781726,0.25380710659898476,6.091370558375634,5.83756345177665,88.07106598984771,92.89340101522842,3.299492385786802,1.2690355329949239,2.5380710659898478
E00016714,58.169934640522875,28.104575163398692,9.477124183006536,1.9607843137254901,2.287581699346405,6.5359477124183005,5.228758169934641,88.23529411764706,93.13725490196079,1.6339869281045751,1.3071895424836601,3.9215686274509802
E00016715,48.47560975609756,36.58536585365854,10.365853658536585,3.658536585365854,0.9146341463414634,5.487804878048781,7.621951219512195,86.89024390243902,94.51219512195122,4.573170731707317,0.9146341463414634,0.0
E00016675,57.51072961373391,32.18884120171674,6.437768240343348,3.004291845493562,0.8583690987124464,2.575107296137339,4.721030042918455,92.70386266094421,96.13733905579399,3.004291845493562,0.4291845493562232,0.4291845493562232
E00016677,54.59770114942529,33.524904214559385,9.770114942528735,1.9157088122605364,0.19157088122605365,2.10727969348659,3.8314176245210727,94.06130268199233,96.55172413793103,2.2988505747126435,0.3831417624521073,0.7662835249042146
E00016683,60.32258064516129,33.54838709677419,5.483870967741935,0.6451612903225806,0.0,1.2903225806451613,4.838709677419355,93.87096774193549,96.12903225806451,2.903225806451613,0.6451612903225806,0.3225806451612903
E00016697,51.22615803814714,31.607629427792915,11.444141689373296,3.8147138964577656,1.9073569482288828,6.8119891008174385,7.084468664850136,86.10354223433242,89.9182561307902,5.994550408719346,2.1798365122615806,1.9073569482288828
E00173940,57.225433526011564,26.01156069364162,11.84971098265896,3.7572254335260116,1.1560693641618498,6.936416184971098,6.069364161849711,86.99421965317919,90.17341040462428,5.491329479768786,1.4450867052023122,2.8901734104046244
E00173949,52.577319587628864,38.91752577319588,7.216494845360825,1.288659793814433,0.0,1.0309278350515463,5.154639175257732,93.81443298969072,94.0721649484536,5.412371134020619,0.5154639175257731,0.0
E00016684,52.56410256410256,35.47008547008547,10.256410256410257,1.7094017094017093,0.0,2.5641025641025643,5.555555555555555,91.88034188034187,95.2991452991453,3.4188034188034186,0.8547008547008547,0.42735042735042733
E00016687,56.353591160220994,34.25414364640884,8.839779005524862,0.5524861878453039,0.0,1.1049723756906078,3.314917127071823,95.58011049723757,95.58011049723757,3.867403314917127,0.0,0.5524861878453039
E00016694,48.318042813455655,34.5565749235474,11.62079510703364,3.669724770642202,1.834862385321101,7.339449541284404,7.339449541284404,85.3211009174312,91.13149847094802,5.81039755351682,1.529051987767584,1.529051987767584
E00016718,36.71875,32.03125,22.65625,6.25,2.34375,9.765625,12.890625,77.34375,93.75,1.953125,1.5625,2.734375
E00016721,45.86776859504132,33.05785123966942,16.52892561983471,4.132231404958677,0.4132231404958678,7.43801652892562,6.198347107438017,86.36363636363636,94.62809917355372,3.3057851239669422,1.6528925619834711,0.4132231404958678
E00016723,48.698884758364315,28.25278810408922,17.100371747211895,3.717472118959108,2.2304832713754648,8.921933085501859,7.806691449814126,83.27137546468401,94.42379182156134,2.973977695167286,1.858736059479554,0.7434944237918215
E00016679,32.704402515723274,25.471698113207548,17.61006289308176,21.069182389937108,3.1446540880503147,26.729559748427672,12.578616352201259,60.691823899371066,91.82389937106919,5.9748427672955975,0.31446540880503143,1.8867924528301887
E00016689,46.56488549618321,36.25954198473283,12.977099236641221,3.053435114503817,1.1450381679389312,6.488549618320611,10.305343511450381,83.20610687022901,93.12977099236642,5.7251908396946565,0.7633587786259542,0.3816793893129771
E00016693,45.04249291784703,34.27762039660057,12.181303116147308,7.36543909348442,1.13314447592068,9.34844192634561,8.78186968838527,81.86968838526913,90.93484419263456,5.665722379603399,1.6997167138810199,1.6997167138810199
E00016701,50.44642857142857,29.464285714285715,14.285714285714286,4.017857142857143,1.7857142857142858,5.357142857142857,8.482142857142858,86.16071428571429,92.85714285714286,5.803571428571429,0.8928571428571429,0.44642857142857145
E00173939,49.30232558139535,34.41860465116279,12.55813953488372,2.7906976744186047,0.9302325581395349,5.5813953488372094,6.976744186046512,87.44186046511628,92.09302325581395,4.651162790697675,0.46511627906976744,2.7906976744186047
E00016210,41.54302670623145,38.27893175074184,13.056379821958457,5.9347181008902075,1.1869436201780414,9.198813056379821,8.308605341246292,82.49258160237389,92.87833827893175,3.264094955489614,1.4836795252225519,2.373887240356083
E00016239,50.46153846153846,30.76923076923077,12.923076923076923,4.0,1.8461538461538463,7.076923076923077,6.461538461538462,86.46153846153847,94.15384615384616,4.0,0.9230769230769231,0.9230769230769231
E00016240,52.87356321839081,30.45977011494253,9.195402298850574,2.8735632183908044,4.597701149425287,8.620689655172415,8.045977011494253,83.33333333333333,91.95402298850574,3.4482758620689653,2.2988505747126435,2.2988505747126435
E00016241,42.80821917808219,36.64383561643836,15.41095890410959,2.73972602739726,2.3972602739726026,5.136986301369863,9.58904109589041,85.27397260273973,92.46575342465754,4.794520547945205,1.36986301369863,1.36986301369863
E00016245,56.457564575645755,28.782287822878228,11.07011070110701,3.321033210332103,0.36900369003690037,5.904059040590406,6.273062730627307,87.82287822878229,93.7269372693727,3.690036900369004,2.2140221402214024,0.36900369003690037
E00016211,42.20532319391635,35.741444866920155,14.448669201520913,5.32319391634981,2.2813688212927756,10.26615969581749,8.365019011406844,81.36882129277566,91.25475285171103,6.083650190114068,1.1406844106463878,1.520912547528517
E00016213,50.53763440860215,36.29032258064516,7.795698924731183,3.225806451612903,2.150537634408602,6.989247311827957,8.064516129032258,84.94623655913979,93.54838709677419,4.56989247311828,1.075268817204301,0.8064516129032258
E00016244,54.18994413407821,36.87150837988827,7.5418994413407825,1.1173184357541899,0.27932960893854747,2.5139664804469275,2.793296089385475,94.6927374301676,96.92737430167598,1.9553072625698324,0.27932960893854747,0.8379888268156425
E00016250,43.52517985611511,37.76978417266187,10.071942446043165,6.115107913669065,2.5179856115107913,8.273381294964029,7.913669064748201,83.81294964028777,94.60431654676259,3.597122302158273,0.3597122302158273,1.4388489208633093
E00174011,50.467289719626166,38.3177570093458,5.607476635514018,3.7383177570093458,1.8691588785046729,4.672897196261682,2.803738317757009,92.5233644859813,94.39252336448598,4.672897196261682,0.9345794392523364,0.0
E00174032,45.18072289156626,44.17670682730924,8.835341365461847,1.606425702811245,0.20080321285140562,2.610441767068273,4.417670682730924,92.9718875502008,95.38152610441767,3.8152610441767068,0.6024096385542169,0.20080321285140562
E00174033,41.98473282442748,41.221374045801525,10.687022900763358,6.106870229007634,0.0,9.16030534351145,6.106870229007634,84.73282442748092,91.6030534351145,2.2900763358778624,4.580152671755725,1.5267175572519085
E00016216,53.89221556886228,35.02994011976048,8.383233532934131,1.4970059880239521,1.1976047904191616,2.9940119760479043,4.491017964071856,92.51497005988024,94.61077844311377,4.191616766467066,0.5988023952095808,0.5988023952095808
E00016236,55.145118733509236,33.773087071240106,7.915567282321899,2.638522427440633,0.5277044854881267,2.9023746701846966,5.013192612137203,92.0844327176781,93.40369393139842,6.068601583113456,0.5277044854881267,0.0
E00016246,47.605633802816904,37.46478873239437,9.859154929577464,3.6619718309859155,1.408450704225352,5.070422535211268,7.605633802816901,87.32394366197182,92.11267605633803,5.352112676056338,1.1267605633802817,1.408450704225352
E00016248,56.68789808917197,27.70700636942675,13.05732484076433,2.229299363057325,0.3184713375796178,4.140127388535032,3.1847133757961785,92.67515923566879,96.17834394904459,3.5031847133757963,0.3184713375796178,0.0
E00016252,49.72527472527472,34.89010989010989,11.813186813186814,2.4725274725274726,1.098901098901099,8.241758241758241,6.593406593406593,85.16483516483517,93.95604395604396,3.5714285714285716,1.9230769230769231,0.5494505494505495
E00016214,51.44356955380577,30.708661417322833,14.435695538057743,3.4120734908136483,0.0,6.561679790026247,6.561679790026247,86.8766404199475,92.38845144356955,4.986876640419948,1.3123359580052494,1.3123359580052494
E00016215,48.3974358974359,37.82051282051282,9.615384615384615,2.2435897435897436,1.9230769230769231,7.371794871794871,6.730769230769231,85.8974358974359,94.23076923076923,4.487179487179487,1.2820512820512822,0.0
E00016217,49.13151364764268,33.002481389578165,12.158808933002481,5.2109181141439205,0.49627791563275436,7.94044665012407,9.181141439205955,82.87841191066998,91.56327543424318,6.451612903225806,0.9925558312655087,0.9925558312655087
E00016237,45.23809523809524,39.1156462585034,11.564625850340136,3.401360544217687,0.6802721088435374,6.802721088435374,6.122448979591836,87.07482993197279,93.5374149659864,4.761904761904762,0.6802721088435374,1.0204081632653061
E00016247,54.48028673835125,33.333333333333336,7.885304659498208,3.5842293906810037,0.7168458781362007,6.451612903225806,6.810035842293907,86.73835125448029,93.9068100358423,3.225806451612903,1.4336917562724014,1.4336917562724014
E00016253,48.20846905537459,39.08794788273616,10.09771986970684,1.9543973941368078,0.6514657980456026,6.188925081433225,6.188925081433225,87.62214983713355,90.55374592833876,5.2117263843648205,1.3029315960912051,2.9315960912052117
E00016209,52.093023255813954,36.74418604651163,7.906976744186046,2.3255813953488373,0.9302325581395349,3.488372093023256,4.4186046511627906,92.09302325581395,95.11627906976744,2.7906976744186047,1.1627906976744187,0.9302325581395349
E00016235,51.785714285714285,31.428571428571427,13.571428571428571,1.7857142857142858,1.4285714285714286,6.428571428571429,5.0,88.57142857142857,95.71428571428571,2.857142857142857,0.35714285714285715,1.0714285714285714
E00016238,48.97435897435897,36.92307692307692,8.205128205128204,4.615384615384615,1.2820512820512822,7.17948717948718,4.871794871794871,87.94871794871794,96.15384615384616,2.051282051282051,0.7692307692307693,1.0256410256410255
E00173941,53.52839931153184,40.103270223752155,5.163511187607573,1.0327022375215147,0.1721170395869191,1.549053356282272,4.130808950086059,94.32013769363166,94.14802065404476,4.819277108433735,0.1721170395869191,0.8605851979345955
E00173942,53.531598513011154,38.28996282527881,7.063197026022305,0.0,1.1152416356877324,1.858736059479554,2.973977695167286,95.16728624535315,95.53903345724908,2.973977695167286,1.486988847583643,0.0
E00016881,43.96551724137931,36.206896551724135,13.362068965517242,3.8793103448275863,2.586206896551724,6.4655172413793105,7.327586206896552,86.20689655172414,92.67241379310344,3.0172413793103448,0.0,4.310344827586207
E00016915,51.590106007067135,32.50883392226148,12.014134275618375,2.4734982332155475,1.4134275618374559,3.1802120141342756,7.420494699646643,89.39929328621908,92.93286219081273,4.240282685512367,1.0600706713780919,1.7667844522968197
E00016916,52.089136490250695,29.805013927576603,12.813370473537605,3.8997214484679668,1.392757660167131,7.7994428969359335,8.635097493036211,83.56545961002786,93.03621169916434,3.3426183844011144,1.1142061281337048,2.5069637883008355
E00016920,45.645645645645644,30.63063063063063,16.216216216216218,5.405405405405405,2.1021021021021022,11.411411411411411,6.606606606606607,81.98198198198199,92.7927927927928,3.3033033033033035,2.1021021021021022,1.8018018018018018
E00173950,41.28787878787879,37.5,14.015151515151516,6.0606060606060606,1.1363636363636365,7.954545454545454,7.575757575757576,84.46969696969697,92.8030303030303,3.409090909090909,2.6515151515151514,1.1363636363636365
E00173951,42.81150159744409,35.14376996805112,16.61341853035144,3.8338658146964857,1.597444089456869,9.26517571884984,10.543130990415335,80.19169329073482,91.3738019169329,6.389776357827476,0.9584664536741214,1.2779552715654952
E00016921,42.71523178807947,33.11258278145695,13.907284768211921,7.947019867549669,2.3178807947019866,11.258278145695364,8.940397350993377,79.80132450331126,91.05960264900662,4.635761589403973,1.9867549668874172,2.3178807947019866
E00016922,45.859872611464965,31.84713375796178,13.694267515923567,6.050955414012739,2.5477707006369426,13.694267515923567,7.32484076433121,78.98089171974522,92.67515923566879,4.45859872611465,1.5923566878980893,1.2738853503184713
E00016923,55.43766578249337,35.80901856763926,6.36604774535809,2.387267904509284,0.0,3.9787798408488064,4.774535809018568,91.24668435013263,93.63395225464191,4.244031830238727,0.26525198938992045,1.856763925729443
E00016925,57.44186046511628,33.95348837209303,5.5813953488372094,1.8604651162790697,1.1627906976744187,3.7209302325581395,5.116279069767442,91.16279069767442,93.25581395348837,4.883720930232558,0.6976744186046512,1.1627906976744187
E00016926,51.3353115727003,32.34421364985163,11.869436201780415,3.857566765578635,0.5934718100890207,7.4183976261127595,6.528189910979228,86.05341246290801,91.69139465875371,5.341246290801187,1.4836795252225519,1.4836795252225519
E00016917,58.59213250517598,28.36438923395445,8.074534161490684,2.484472049689441,2.484472049689441,4.554865424430642,4.968944099378882,90.47619047619048,93.16770186335404,5.590062111801243,1.0351966873706004,0.2070393374741201
E00016918,56.52173913043478,33.15217391304348,6.25,3.260869565217391,0.8152173913043478,3.260869565217391,5.706521739130435,91.03260869565217,93.20652173913044,5.163043478260869,1.358695652173913,0.2717391304347826
E00016919,49.69512195121951,33.84146341463415,10.670731707317072,4.2682926829268295,1.524390243902439,9.146341463414634,5.7926829268292686,85.0609756097561,92.98780487804878,3.658536585365854,1.2195121951219512,2.1341463414634148
E00016924,53.62997658079625,32.55269320843092,10.53864168618267,2.576112412177986,0.702576112412178,3.981264637002342,6.0889929742388755,89.92974238875878,94.37939110070258,3.981264637002342,0.234192037470726,1.405152224824356
E00016927,55.0,33.666666666666664,8.333333333333334,2.3333333333333335,0.6666666666666666,4.666666666666667,5.0,90.33333333333333,92.0,7.333333333333333,0.0,0.6666666666666666
E00016879,50.67567567567568,35.36036036036036,11.036036036036036,2.7027027027027026,0.22522522522522523,4.054054054054054,6.981981981981982,88.96396396396396,92.11711711711712,5.8558558558558556,1.1261261261261262,0.9009009009009009
E00016884,53.75722543352601,32.08092485549133,11.271676300578035,2.3121387283236996,0.5780346820809249,5.202312138728324,6.936416184971098,87.86127167630057,89.59537572254335,6.936416184971098,2.3121387283236996,1.1560693641618498
E00016886,57.18390804597701,29.885057471264368,8.620689655172415,4.022988505747127,0.28735632183908044,5.172413793103448,7.471264367816092,87.35632183908046,92.52873563218391,4.885057471264368,1.7241379310344827,0.8620689655172413
E00016893,46.486486486486484,37.83783783783784,11.891891891891891,2.972972972972973,0.8108108108108109,7.027027027027027,8.378378378378379,84.5945945945946,92.43243243243244,5.135135135135135,1.0810810810810811,1.3513513513513513
E00016885,50.90909090909091,35.27272727272727,7.636363636363637,5.818181818181818,0.36363636363636365,4.7272727272727275,11.636363636363637,83.63636363636364,94.54545454545455,3.6363636363636362,0.36363636363636365,1.4545454545454546
E00016887,44.907407407407405,31.48148148148148,14.814814814814815,7.407407407407407,1.3888888888888888,11.11111111111111,8.333333333333334,80.55555555555556,86.11111111111111,9.722222222222221,0.9259259259259259,3.240740740740741
E00016889,49.6551724137931,32.06896551724138,13.448275862068966,3.793103448275862,1.0344827586206897,5.517241379310345,9.310344827586206,85.17241379310344,90.6896551724138,7.241379310344827,1.3793103448275863,0.6896551724137931
E00016890,44.74576271186441,43.389830508474574,9.152542372881356,2.3728813559322033,0.3389830508474576,4.067796610169491,8.813559322033898,87.11864406779661,93.55932203389831,4.406779661016949,1.694915254237288,0.3389830508474576
E00016895,45.714285714285715,38.214285714285715,11.785714285714286,3.5714285714285716,0.7142857142857143,4.285714285714286,10.0,85.71428571428571,89.64285714285714,9.285714285714286,1.0714285714285714,0.0
E00016159,46.494464944649444,36.162361623616235,13.653136531365314,3.321033210332103,0.36900369003690037,7.749077490774908,11.07011070110701,81.18081180811808,94.09594095940959,4.059040590405904,0.36900369003690037,1.4760147601476015
E00016173,53.64238410596027,30.132450331125828,12.913907284768213,2.3178807947019866,0.9933774834437086,5.298013245033113,7.28476821192053,87.41721854304636,90.39735099337749,6.622516556291391,0.9933774834437086,1.9867549668874172
